full_text,sentiment
hola open jasa konsultan pajak : - pembuatan laporan keuangan sederhana/lengkap - bukti potong - lapor spt tahunan orang pribadi umkm pt cv - tanggapan sp2dk - lapor spt tahunan kurang bayar/lebih bayar 10jt-100jt wa yang dibio untuk order ya jokipajak coretax zonauang,neutral
gara2 coretax ngurus spt jadi mesti ke kkp(dan di sana petugasnya juga rada kesel sama sistemnya sampe2 buka loket tambahan saking banyak hang/loading) petugas cewek: crash lagi mas? di komputer inj lama loading terus,negative
besok ngga sih,negative
padahal prestasi jeblok plus kasus coretax <url>,negative
min jika sudah melaporkan realisasi investasi dividen 2024 di djp online apakah masih harus lapor investasi dividen tsb di coretax?,neutral
dirjen pajak: penerimaan pajak shortfall implementasi coretax kacau instead of disuruh beresin kerjaan utama eh malah dijadiin komisaris utama misalnya nih kalo bbtn dilakukan pemeriksaan pajak kira2 tetep terbit skpkb ga yaa?,negative
si coretax coretax itu menguji kesabaran,positive
hallow open jasa konsultan pajak : - pembuatan laporan keuangan sederhana/lengkap - lapor spt tahunan orang pribadi umkm pt cv - perhitungan pajak - lapor spt masa pph 21 - keberatan pajak - bukti potong wa yang dibio untuk order ya jokipajak zonauang coretax,neutral
jgn maww,negative
iya seru itu,positive
aaa coretax aja aaaaa ga beres aaaa,negative
coretax tuh masih belum beres jugaa???,negative
btw lapor spt masih di djp kan? bukan di coretax?,neutral
hai kawanpajak tersedia penghapusan sanksi administratif atas keterlambatan pembayaran dan/atau pelaporan pajak sehubungan dengan implementasi coretax djp. simak infografis berikut ini untuk informasi lebih lanjut. <url>,neutral
ga dialihin april aja,negative
jgn lupa bawa jco,neutral
seru bgt itu pasti di jalan pulang,positive
bismillah berkah,positive
jan dan peb pemasukan pajak jauh dibawah yoy apalagi target.. itu sebabnya lapkin apbn ditunda² terus ga diumumkan. keknya masyarakat dah mulai ga mau bayar pajak ya.. atau karena ribet ribetnya coretax?,negative
coba cek dulu aja status wp nya di coretax kak. kalau tidak aktif berarti tidak wajib lapor. kalau status aktif meskipun tidak wajib tapi tetap dianjurkan lapor. karena kalau gak lapor petugas kpp nya bisa ngira penghasilan kakak diatas ptkp tp kaka gamau lapor.,negative
lapor spt tahunan pribadi freelance order klik wa yang dibio yah ka^^ coretax zonauang jokipajak <url>,neutral
hei duta coretax kemana saja?,neutral
min ini lawan transaksi saya buka faktur pajak menggunakan efaktur desktop di mana ini saya cek di web coretax file fakturnya bisa di download dan saya download tapi saya cek penanda tangganan nya bukan dari pt mereka tapi menjadi nama dari pt kami. ini termasuk ccd?,neutral
dah gausah nder masih di bawah ptkp besok aja kalo udh fulltime daftar di coretax.,neutral
coretax web paling gaje bjir menguji kesabaran bgt,negative
wow semoga ttep enjoyy ya,positive
i felt so shitty thats why i cried so hard pas tau gatau knp kayak ngerasa capek bgt udah berkontribusi segini effortnya begadang malem2 demi coretax weekend dll eh hakku lupa dipenuhi :(,negative
hi saya ingin input bupot pph 21 ketika memasukan nik keterangan nik blm terdaftar sedangkan nik tsb sudah bisa login coretax. kalau seperti ini bagaimana ya kak?,neutral
1. jika sudah terlanjur lapor melalui djp online apakah perlu lapor lagi di coretax? 2. jika sudah lapor di djp tetapi lapor lagi di coretax untuk pelaporan yang sama. apakah diperbolehkan?,negative
bentar merged tuh sistemnya kan? di coretax npwp tetap no npwp tapi udah integrated sama ktp gitu kan?,negative
yang ancam kedaulatan bangsa di ruang siber mah kayak hacker pdns hacker bsi dll bukan rakyat yg ngasih kritik tolol banget jadi tentara developer coretax juga mengancam kedaulatan bangsa tuh jadi gagal bayar pajak bikin defisit,negative
wajib pajak yg sudah menyampaikan laporan realisasi investasi melalui djponline tidak perlu menyampaikan ulang di coretax. ini berlaku untuk wp badan atau perorangan ya?,neutral
pada takut apa smpe ditemenin,negative
mohon informasinya apabila kita sudah menerima bpe di halaman spt yang sudah dilaporkan coretax seperti berikut itu artinya kita sudah berhasil melaporkan spt nya atau ada langkah yg perlu dilakukan lagi ya? terima kasih <url>,neutral
untuk mekanisme pelunasan nantinya akan terhitung secara otomatis sisa saldo dpp dan ppn. -&gt; faktur pelunasan saya salah semua nilai ppn dan dpp nilai lainnya. pakai kalkulator apa coretax ini?,neutral
kak menu create input invoice tidak ada dalam coretax. adanya create from payment dan create from interface gimana ya???,neutral
halo min ijin bertanya apakah memungkinkan perusahaan tidak memiliki pengurus yang memiliki npwp untuk dapat mengakses coretax impersonate perusahaan? terima kasih,neutral
smoga menyenangkan,positive
hai kak. apabila baru membuat npwp di tahun 2025 maka hak dan kewajiban perpajakannya baru akan muncul di tahun 2025. untuk pelaporan spt-nya nanti menggunakan coretax ya kak. tks*vani,neutral
kegabutan hari ini adalah balasin semua email pakai bahasa inggris. <url>,negative
saya download pdf faktur pajaknya. pada tanggal 22 februari 2025 saya buka coretax kembali (bagian faktur pajak keluaran) ternyata faktur pajak yang kemarin saya upload (statusnya sudah approved) berubah menjadi save_invalid. saya lampirkan screenshoot (cont),neutral
tiap hari kena amuk customer cuma gara2 coretax.,negative
coretax kontol pemerintah tolol anjing lah jancok ngomong penerimaan pajak menurun alasannya pajak kurang gede tolol banget noh liat web busuk lu anjir mau bikin faktur pajak gabisa bisa jancok,negative
selamat siang min. min mau tanya pada tanggal 21 februari 2025 saya membuat faktur pajak backdate tanggal 20 februari 2025 di coretax. saya upload sesuai prosedur (status faktur pajak setelah diupload berubah menjadi approved) dan keluar faktur pajaknya (cont),neutral
coretax bisa ga sih kalo perbaikan itu malam aja. disaat orang2 lagi nggak make buat kerja.,negative
coretax 1t lebih aja begitu,negative
coretax asu ayo dong gw mau closingan besok liburrr,negative
hai kak. untuk aktivasi akun wajib pajak bagi orang pribadi di coretax tsb silakan centang pilihan apakah wajib pajak sudah terdaftar?. lalu masukkan nik pada kolom nomor pokok wajib pajak dan klik cari. tks*devi,neutral
hai kak. mohon maaf atas ketidaknyamanan yang dialami. saat ini coretax dalam proses penyempurnaan dan peningkatan kualitas oleh tim terkait. berkenan mencoba kembali secara berkala ya kak. kakak juga dapat melakukan hal-hal berikut sebelum mengakses laman coretax: 1.,neutral
coretax bisa kerja samanya dikit gak gue mau liburan dengan tenang pleasee <url>,neutral
aku ga bisa masuk coretax malah. harus seneng apa sedih ini kak??,negative
masih ga bisa kak.. apakah ada potensi terkendalanya upload faktur pajak pengganti di e faktur ini karena pergantian akun pic pada coretax?,neutral
infokan alamat rumah yg maksa ngeluncurin coretax dong mau ku bakar,neutral
yg masih riweuh coretax hadir blm libur drtd mau upload fp gagal mulu,negative
min lapor realisasi investasi 2024 harus di coretax yaa?? kalo udah terlapor di djp online gimana ya min? apa harus ulang lapor?,negative
min kalau sudah mengkreditkan pajak masukan di coretax itu udah otomatis keitung di spt kan ya di poin iii.c? soalnya saya udah coba kreditkan tp di draft spt gak ada yg berubah,neutral
ini orang2 kok ga ngeluh coretax hari ini apakah udah pada libur????,negative
coretax lemot bettt,negative
donlod faktur aja error mulu anjim hari2 kerja emosi gegara coretax doang,negative
hai kak. wajib pajak yang sudah menyampaikan laporan realisasi investasi melalui laman djp online tidak perlu menyampaikan ulang laporan realisasi investasi di laman coretax. tks*ilmi,neutral
jadi kalau sudah terlanjur lapor (2024-1 2023-2 2022-3) di djponline tidak perlu menyampaikan ulang di coretax begitu ya?,neutral
hai kak. apakah yang kakak maksudkan faktur pajak dengan waktu bulan februari adalah terbit fp keluaran masa pajak februari? kemudian fpnya diinputkan melalui coretax juga atau melalui efaktur desktop kak? apakah sudah dipastikan kembali untuk status approval fpnya? kemudian,neutral
damn website sama app sendiri gak dituduh (*uhuk uhuk coretax*) giliran beginian jago. padahal gampangan ngurus keamanan web sama app loh :) (well not rly gw lebih suka forensic jai lebih gampang but ehhhh gw gak yakin kapasitas otak isilop bisa lebih dari gw),negative
key features of coretax unified tax platform with e-wallets prepopulated tax return automation secure digital tax document management and more more details: <url> tax pajak accounting indonesia compliance coretax djp dgt <url>,neutral
hai kak. untuk perubahan data alamat email dan nomor telepon silakan dapat dilakukan melalui: 1. coretax milik wp silakan akses laman <url> pastikan sudah berhasil login lalu menuju menu portal saya &gt; profil saya &gt; informasi umum &gt; edit &gt; silakan diubah,neutral
dear maaf yg saya maksud nominal di harga jual itu. di coretax dipotong 2x untuk diskonnya,neutral
coretax nih napa kek mmk bgt dah <url>,negative
hai kak. mohon maaf atas ketidaknyamanannya. saat ini coretax masih dalam proses penyempurnaan dan peningkatan kualitas oleh tim terkait. kendala yang kakak alami sedang dalam proses penanganan. jika spt masih berada pada konsep spt selain menghubungi helpdesk kpp kakak juga,neutral
hai kak. apabila kakak belum memiliki akun djp online untuk login coretax silakan kakak pilih menu aktivasi akun wajib pajak silakan centang pilihan apakah wajib pajak sudah terdaftar?. pada bagian npwp silakan isikan nik klik cari. input seluruh data yang diminta,neutral
istimewaa,positive
saya jg mngalami hal yg sama. coba cek lampiran.krn d punya saya ad faktur pajak yg tb namanya kosong npwp cm tanda titik.pdhl saya coba download faktur pajak tsb bnr/muncul smua. d menu coretax tb2 kosongan gt.,neutral
hai kak. bagi yang belum melakukan pelaporan realisasi investasi kami imbau untuk melakukan pelaporan realisasi investasi untuk tahun 2025 melalui coretax djp. namun jika telah terlanjur dilaporkan di djp online dan telah menerima bpe kakak tidak perlu lapor ulang di coretax,neutral
halo min mohon solusinya terkait bupot unifikasi double lawan transaksi complain karena di coretax mereka terbit 4 bupot dengan no bupot berbeda tetapi di coretax saya hanya terbitkan/issued 1 no bupot saja sedangkan 3 no bupot lainnya tidak ada di coretax saya?,neutral
astaghfirullah emosi banget gegara coretax anjiirrr,negative
hai kak. mohon maaf atas ketidaknyamanannya. dapat disampaikan lebih rinci kendala jumlah barang diretur tidak sesuai yang kakak alami seperti apa? yang diinput oleh pembeli pada saat pembuatan nota retur di coretax adalah jumlah barang yang diretur potongan harga diretur,neutral
lah koq jadinya wp disusahkan utk lapor ulang lewat coretax? dan kenapa baru diinfokan last minutes? memang kalo lewat djponline jd tdk sah pelaporannya? tolonglah djp jgn menyusahkan wp mulu udahlah coretax masih byk error skrg diminta lapor ulang laporan dividen ini.,negative
min kenapa setelah klik create e bupot langsung ter-logout dari akun coretax?,neutral
hai kak. mohon maaf atas ketidaknyamanannya. apakah saat ini masih terkendala? mohon kakak lakukan dan pastikan beberapa hal berikut sebelum mengakses coretax: 1. pastikan koneksi internet stabil; 2. gunakan koneksi yg berbeda; 3. clear cache &amp; cookies pada browser yang,neutral
ohh oke min sepertinya kami belum di daftarkan jadi belum muncul. ini saya coba melalui akun coretax badan nya bisa min.,neutral
hai kak. mohon maaf atas ketidaknyamanannya. saat ini data spt kakak kemungkinan masih dalam tahap sinkronisasi data dengan coretax. mohon berkenan menunggu dan cek berkala di dasbor kompensasinya. kakak juga dapat mencoba klik posting spt di induk spt masa ppnnya tujuan,neutral
hai kak. untuk invoice yang dibuat oleh rekanan pada sistem pmse akan menjadi dokumen lain pajak keluaran pada akun coretax penjual. terkait 9 transaksi yang muncul pada dokumen lain pajak keluaran dan masukan bisa informasikan dokumen lain tersebut dibuat/dicreate dari coretax,neutral
hai kak. untuk permohonan yang sebelumnya diakses melalui menu kswp djp online saat ini diakses melalui laman coretax ya kak. silakan login ke laman <url> pastikan kakak sudah memiliki akun coretax. setelah login silakan masuk ke menu layanan wajib pajak,neutral
hai kak. berdasarkan ketentuan pasal 374 ayat (2) pmk 81 tahun 2024 penyampaian laporan realisasi investasi dilakukan secara elektronik melalui portal wajib pajak. sejak penerapan coretax atas kondisi realisasi investasi dividen tersebut dapat kakak laporkan melalui laman,neutral
lol dikasih 5 bulan bangun 27ribu aplikasi buat sentralisasi data dari entah brp puluh kementrian dan instansi? timnya cuma 300 orang? sementara usecase implementasi coretax buat sentralisasi 1 lembaga aja bermasalah? iso ra iso halu isseo,negative
hai kak. mohon maaf atas ketidaknyamanannya. apabila status spt di coretax masih dalam bagian spt menunggu pembayaran kemungkinan data pembayaran tersebut masih dalam proses sinkronisasi data ke coretax. silakan ditunggu terlebih dahulu dan mohon berkenan untuk cek kembali,neutral
oke kakk mau tanya lagi boleh dibantu info kah untuk pembetulan spt masa ppn tuh ketentuannya apa aja ya? ada batasnya kah lalu caranya gimana di coretax makasih banyak sebelumnya kak,neutral
hai kak. terkait pemberitahuan penggunaan nppn dapat dilakukan pada halaman coretax setelah login ke akun coretax silakan pastikan langkah-langkah berikut: 1. pilih menu layanan wajib pajak layanan administrasi buat permohonan layanan admistrasi 2. pilih jenis layanan,neutral
kak samaa bingung jg ini aku lg di kantor pajak mau request efin tp katany gabisa trs diarahkan ke helpdesck coretax. sementara aku wajib ada akun djp,neutral
mecima asu coretax asuuu anjeeeeng emosi muluuuuu mecimanotpro mecimareviseseatmap mecimareturntojis mecima_notprofessional mecima_refund_fyjktnow,negative
hai utk permohonan surat penegasan apakah bisa disampaikan melalui coretax atau harus manual ke kpp? tolong push team it djp utk segera memperbaiki ini dong. krusial sekali loh issuenya. kami sbg wp jadi kena ribet juga karena sistem coretax yg masih immature ini.,negative
sehingga apabila pada bulan januari-maret 2025 spt tahunan pph belum dilaporkan maka besar angsuran pph 25-nya adalah sama dgn angsuran pph 25 di desember 2024 ya kak. angusran pph 25 mulai masa jan 2025 dibuat pada laman coretax. (2/2) tks*tuti,neutral
hai kak. retur pajak masukan atas faktur pajak yang terbit di 2024 hanya dapat dilakukan apabila faktur pajak tersebut sudah masuk dalam daftar fp masukan pada menu pajak masukan di coretax. silakan pastikan kembali di akun coretax kakak apakah faktur pajak tersebut sudah masuk,neutral
hai kak. bisa dijelaskan perubahan data apa yg kakak maksud? apakah perubahan data email atau nomor telepon? jika iya secara umum permohonan perubahan data dapat diajukan melalui kring pajak coretax atau menyampaikan permohonan secara tertulis ke kpp. untuk perubahan data,neutral
hai kak. terkait dg permohonan pbk yang hendak diajukan atas spt pph unifikasi masa pajak desember 2024 silakan dapat melihat ketentuan pmk nomor 81 tahun 2024. data pembayaran yang dapat diajukan pbk sudah tersedia secara otomatis di coretax. apabila tidak muncul silakan <url>,neutral
kak tanya untuk pelaporan realisasi investasi tahun pajak 2024 masih di djp online apa sdh pindah ke coretax. thanks,neutral
hai kak. apabila akan membuat bukti potong menggunakan idtku cabang maka bupot dengan idtku cabang dapat dibuat oleh akun coretax yang telah ditunjuk sebagai pic cabang dan telah ditambahkan dibagian tempat kegiatan usaha ya kak. tks*siwi,neutral
hai kak. untuk mengakses akun coretax tidak membutuhkan efin ya. jika kakak merupakan wajib pajak terdaftar namun belum memiliki akun djp online silakan pilih menu aktivasi akun wajib pajak pada <url> ya kak. namun jika kakak merupakan wajib pajak,neutral
min untuk pengajuan wajib pajak non efektif untuk badan usaha apakah skrng bisa menggunakan coretax?,neutral
hai kak. mohon maaf atas ketidaknyamanannya. apakah yang kakak maksud pilihan lupa kontak saat aktivasi akun wajib pajak di coretax? jika iya untuk saat ini demi keamanan data wajib pajak pilihan lupa kontak berupa email (surat elektronik) dan lupa kontak berupa nomor,neutral
hai kak. bisa diinformasikan yang kakak maksud apakah faktur keluaran atau faktur masukan? apakah yang kakak maksud dengan prepopulated coretax adalah nominal yang muncul di induk? apakah sudah dilakukan crosscheck dengan daftar faktur yang terdapat pada lampiran? dalam hal,neutral
hai kak. saat ini layanan pelaporan realisasi investasi baik untuk pelaporan ke-1 tahun 2024 pelaporan ke-2 tahun 2023 maupun pelaporan ke-3 tahun 2022 sudah dilakukan melalui coretax ya kak. jadi silakan untuk menyampaikan laporan realisasi investasi tersebut melalui,neutral
notif seperti ini. solusi bagaimana ya agar kami tidak perlu membatalkan namun fo kami tertampil di coretax mereka? <url>,negative
selamat siang terdapat permasalahan dari pihak lawan transaksi tidak dapat mengkreditkan fp dari kami (kami adalah pnjual) karena fp nya tidak muncul di coretax mereka. mereka meminta untuk membatalkan fpk tersebut dan meminta buat baru. namun kami coba ada 1/2,neutral
hai kak. mohon maaf atas ketidaknyamanan yang dialami. apakah saat ini masih terkendala? coba clear cache dan cookies browsernya terlebih dahulu lalu login ulang coretax. dalam hal masih terdapat data faktur yang double mohon berkenan untuk melakukan hal berikut: a.,neutral
hai kak. mohon maaf atas ketidaknyamanannya. apakah kakak sudah mencoba melakukan pendaftaran npwp kembali? apakah masih mengalami kendala yg sama? silakan pastikan juga apakah pendaftaran npwp sudah berhasil atau belum. setelah pendaftaran npwp pada coretax berhasil akan ada,neutral
siang apakah utk prepopulated dokumen lain pajak masukan dan keluaran di coretax utk masa pajak feb 2025 sedang error? karena tidak muncul,neutral
hai kak. mohon maaf atas ketidaknyamanannya. terkait kendala yang disampaikan tersebut silakan coba lakukan beberapa hal berikut sebelum mengakses laman coretax : 1. clear cookies and cache pada browser 2. gunakan private window (firefox) / incognito window (chrome) 3.,neutral
izin mau menanyakan mengenai informasi data pribadi terkait kebangsaan saya di sistem djp online kenapa bisa berubah menjadi asing ya soalnya seinget saya pada saat pelaporan spt op tahun 2023 masi wni dan juga di sistem coretax wni terimakasih,neutral
hai kak. mohon maaf atas ketidaknyamannya. silakan pastikan terkait nominal kompensasi lebih bayar dari masa pajak sebelumnya di menu 'dasbor kompensasi'. jika nominalnya sesuai tetapi pada konsep spt masa pph pasal 21 terjadi double silakan refresh pada laman spt di coretax,neutral
hai kak. selama hak dan kewajiban perpajakan istri gabung dengan npwp suami untuk keperluan nppn cukup bisa diajukan melalui akun coretax npwp suami ya kak. tks*udya,neutral
hai kak. mohon maaf taxmin ralat informasi sebelumnya ya kak. saat ini layanan pelaporan realisasi investasi baik untuk pelaporan ke-1 tahun 2024 pelaporan ke-2 tahun 2023 maupun pelaporan ke-3 tahun 2022 sudah dilakukan melalui coretax ya kak. jadi silakan untuk,neutral
5 bulan? gudlak aja. wkwk kemenkeu (via djp) aja nyoba nyatuin aplikasi2 yg ada di pajak lewat coretax hasilnya semua orang tau. padahal itu baru satu dirjen dan tahunan ngerjainnya wkwk.,negative
nppn is a practical method for calculating net income for individual taxpayers who run a business or freelance work especially for those who do not maintain complete bookkeeping. the nppn notification can now be submitted through coretax djp! how does it work?,neutral
nppn adalah metode praktis dalam menghitung penghasilan neto bagi wp op yang menjalankan usaha atau pekerjaan bebas terutama bagi mereka yang tidak melakukan pembukuan lengkap. pemberitahuan nppn saat ini dapat disampaikan melalui coretax djp! gimana caranya? coretax <url>,neutral
halo taxmin sudah dilakukan sesuai arahan untuk melaukan pelaporan realisasi investasi 2024 melalui coretax tapi ketika masuk menu alur kasus formnya kosong/blank bagaimana ya <url>,neutral
hai kak. benar kak. bisa langsung di buat melalui coretax dengan menu pembayaran &gt; layanan mandiri kode billing. tks*madi,neutral
hai kak. mohon maaf atas ketidaknyamanannya ya. untuk saat ini pembuatan nota retur pada system coretax belum mengakomodir satuan barang dengan satuan nol koma. namun pembuatan nota retur tidak diatur secara khusus mengenai penentuan satuan yang digunakan. sepanjang jenis,neutral
hai kak. silakan dicek kembali pada menu portal saya &gt; dokumen saya di coretax. form pemberitahuan penggunaan nppn tidak diwajibkan menjadi lampiran spt tahunan orang pribadi. tks*aruf,neutral
hai kak. mohon maaf atas ketidaknyamanannya. terkait error 400 ok silakan dicoba untuk mengganti format date and region pada komputer yang digunakan menjadi utc+7 bangkok hanoi jakarta. setelah itu gunakan mode private window/inconigto window untuk akses coretax. tks*goro,neutral
tapi lapor pajak pph 21 masih di efilling sekarang tahun depan baru di coretax,negative
hai kak. apakah spt ppn masa januari normal 2025 sudah dilaporkan? untuk saat ini pada aplikasi coretax atas kompensasi lb akan masuk pada spt masa normal yang belum dilaporkan. jadi apabila kakak pembetulan spt masa ppn masa desember sehingga menyebabkan lebih bayar dan spt,neutral
hai kak. mohon maaf atas ketidaknyamanannya. apakah masih terkendala dengan error yang sama? silakan cek profil perusahaan pada informasil umum pastikan data sudah terisi dan dapat divalidasi. jika masih terkendala error pada coretax djp tersebut dapat dilaporkan,neutral
hai kak. mohon maaf atas ketidaknyamanannya. pada dasarnya nik yg dapat dibuatkan bupot pada coretax adalah nik yg telah terdaftar di coretax. namun saat ini djp telah menyediakan npwp sementara dengan nomor standar 16 digit: 9990000000999000 dan nama menjadi penerima,neutral
hai kak untuk mengakses akun coretax tidak membutuhkan efin ya kak. untuk login pertama kali coretax bagi yang belum punya akun djp online silakan klik aktivasi akun wajib pajak. tks*goro,neutral
coretax kak?,neutral
registrasi sudah dari awal coretax dilakukan tapi tidak muncul bupot istrinya. tolong tim it coretax mengecek kembali untuk masalah ini. terima kasih.,neutral
hai kak. apakah yang dimaksud tanggal terdaftar untuk wp orang pribadi? jika iya kakak dapat melihat informasi tanggal terdaftar melalui akun coretax &gt; ikhtisar profil wajib pajak. tks*goro,neutral
hai kak. mohon maaf atas ketidaknyamanannya. kakak bisa coba lakukan beberapa hal berikut sebelum mengakses laman coretax : 1.clear cookies and cache pada browser 2.gunakan private window (firefox) / incognito window (chrome) 3.gunakan browser / perangkat lain 4.coba secara,neutral
hai kak. mohon maaf atas ketidaknyamanannya. saat ini coretax masih dalam proses penyempurnaan dan peningkatan kualitas oleh tim terkait. silakan dicoba klik refresh. apakah nilai ppn di induknya sudah sesuai? sepanjang nilai ppn pada spt nya sudah sesuai silakan dapat,neutral
hai kak. maksud dari tidak keluar spt seperti apa ya kak? spt masa unifikasi yang dilaporkan tersebut untuk masa pajak kapan ya kak? apakah kakak sudah menerima bukti pelaporan spt masa unifikasi tersebut? silakan untuk coba cek pada menu spt dilaporkan pada akun coretax ya,neutral
hai kak. mohon maaf atas ketidaknyamanan yang dialami. jika masih mengalami kendala tersebut silakan melakukan langkah berikut sebelum mengakses laman coretax: 1. bersihkan cache dan cookies pada browser yang digunakan. 2. gunakan mode new incognito atau new private window. 3.,neutral
hai kak. mohon maaf atas ketidaknyamannya. apakah saat ini masih terkendala kak? jika iya terkait dengan error timeout waiting for response kemungkinan karena respon wajib pajak atau server coretax melebihi batas waktu (terlalu lama). silakan dapat mencoba kembali ya kak.,neutral
hai kak. mohon maaf atas ketidaknyamanannya. kami sarankan kakak untuk mencoba beberapa langkah berikut sebelum mengakses coretax: 1. pastikan jaringan internet stabil; 2. clear cache &amp; cookies pada browser yang digunakan; 3. silakan gunakan new private window / new incognito,neutral
waktu mau download pdf retur keluaran kenapa ada notifikasi ini ya pdhl bulan febuari kmrn bisa didownload. coretax sedang error atau gimana? saya juga login pakai akun wp badan dengan npwp yang sama. tolong segera dibetulkan atau berikan solusi <url>,negative
trus sekarang negara ga ancur? saham anjlok apbn defisit aplikasi coretax di korupsi demo dimana mana peserta demo banyak diculik,negative
halo kak mau tanya ini saya dapat notifikasi dari akun coretax op seperti berikut. lalu saat saya lihat detailnya hanya teks penerimaan saja bukan withholding slip. bagaimana caranya saya bisa generate file tersebut ya? terima kasih <url>,neutral
analoginya kek gw bagian accounting ngomong ke owner memangnya bapak mau gantiin saya bikin faktur di coretax? mau gantian shift sama saya bikin spt? alias tolol banget itu emang jobdesk lu,negative
hai kak. apabila kakak membuka coretax dalam bahasa indonesia silakan memilih britania raya. apabila kakak membuka coretax dalam bahasa inggris maka dapat memilih united kingdom. tks*vtri,neutral
tiada hari tanpa masalah coretax udah mau lapor spt masa ppn ada aja gangguannya,negative
hai kak. saat ini sudah tidak terdapat opsi pendaftaran npwp cabang ya kak. saat ini npwp cabang digantikan dengan nitku cabang. apabila ini adalah wajib pajak badan untuk penambahan nitku cabang wajib pajak badan kakak dapat login coretax dengan menggunakan akun pic,neutral
lapor spt tahunan pribadi pegawai order klik wa yang dibio ya ka zonauang jokipajak coretax <url>,neutral
hai kak. pelaporan e-reporting investasi atas dividen yang diterima di tahun pajak 2025 silakan dapat dilaporkan pada coretax ya kak. pelaporan tersebut pada menu layanan wajib pajak layanan administrasi buat permohonan layanan administrasi as.39 untuk e-pelaporan -,neutral
hai kak. untuk pelaporan realisasi investasi tahun pajak 2024 dapat dilakukan melalui coretax ya kak. silakan melaporkan melalui coretax pada menu layanan wajib pajak &gt; layanan administrasi &gt; buat permohonan layanan administrasi &gt; pilih as.39 e-pelaporan &gt; pilih as.39-01 laporan,neutral
hai kak. apabila ada transaksi ekspor bkp tidak berwujud silakan membuat dokumen lain yg dipersamakan dengan fp. untuk perekamanan melalui coretax silakan dilakukan sesuai langkah berikut: 1. klik menu e-faktur 2. pada menu dokumen lain klik pajak keluaran 3. jenis transaksi,neutral
hai kak. perubahan nomor handphone dan email yang dimaksudkan kapan? karena di djp online sudah tidak bisa lagi melakukan perubahan data email dan nomor handphone. terkait login pertama kali di coretax apabila sudah pernah memiliki akun djp online silakan klik 'lupa kata,neutral
hai kak. mohon maaf atas ketidaknyamanannya. pastikan sudah membuka spt masa ppn melalui akun coretax pic/pegawai yang memiliki role akses sebagai vat tax return signer dan sudah impersonate ke akun wp badan ya kak. kemudian pastikan semua kolom yang berbintang merah sudah,neutral
- disuru update npwp pajak - website gak beres - suru pake aplikasi - nama aplikasi nya apa mbak? - coretax - gak ada di appstore - kalo iphone gak support pak karena iphone gak bayar pajak 50 tahun jadi bapak cari android dulu - urusan lo ngeheee.. jadi yang krengkangan gue,negative
hai kak. mohon maaf atas ketidaknyamanannya. apakah kakak benar sebagai penjual/pihak yang menyerahkan bkp/jkp? kami sarankan kakak untuk mencoba beberapa langkah berikut sebelum mengakses coretax: 1. pastikan jaringan internet stabil; 2. clear cache &amp; cookies pada browser yang,neutral
hai kak. kriteria untuk penetapan wp non efektif tercantum pada pasal 24 per-04/pj/2020 ( lihat gambar). apabila kakak memenuhi salah satu kriteria tersebut silakan mengajukan permohonan penetapan wp non efektif melalui kpp atau secara mandiri melalui coretax. apabila status npwp <url>,neutral
hai kak. mohon maaf atas ketidaknyamanannya. untuk saat ini pilihan lupa email/no.hp dihilangkan pada menu aktivasi akun di coretax untuk menjaga keamanan data wajib pajak. untuk perubahan email dan nomor hp terkait kebutuhan aktivasi akun coretax silakan mengajukan,neutral
hai kak. untuk pelaporan spt tahunan orang pribadi menggunakan coretax nantinya kakak dapat mengakses menu spt &gt; buat konsep spt &gt; pph orang pribadi &gt; pilih periode dan tahun pajak &gt; silakan menjawab sesuai dengan kondisi kakak setelah itu dapat mengisi formulir yang tersedia.,neutral
halo taxmin jika sudah lapor dalam djponline bagaimana? apakah lapor kembali dalam coretax?,neutral
hai kak. terkait kesalahan/kelebihan pembayaran yang melekat pada spt tersebut tidak dapat diajukan pemindahbukuan. atas kesalahan/kelebihan pembayaran tsb silakan diajukan pengembalian kelebihan pembayaran pajak yang seharusnya tidak terutang pada laman coretax yaitu melalui,neutral
hai kak apakah sudah berhasil aktivasi dan login di coretax? dan apakah menu berikut tidak muncul? apabila tidak muncul coba clear cache dan cookies terlebih dahulu pada browser. tks*swan <url>,neutral
min kalau mau pendaftaran nnpwp badan (kppa) di coretax gimana caranya? karena klo kppa tidak ada akta pendirian hanya ada surat penunjukan dari ho.,neutral
lama2 kaya ani2 ya demen bener kambing hitamin yg lain. coretax noh kelen yg resmikan tapi performanya jelek! harga triliunan tpi kualitas ampas! dasar gerombolan maling,negative
hi jadi sy mendapatkan fpm dr supplier dengan alamat lama di efaktur sedangkan per feb'25 kantor sy sudah ganti alamat begitu jg di coretax sudah menggunakan alamat baru. kalau seperti ini bagaimana solusinya ya kak agar fpm dr supplier bs menggunakan alamat baru?,neutral
udah gak berlaku lagi deh setau gue jadi coretax sekarang,negative
hai kak. untuk saat ini npwp dalam bentuk elektronik silakan bisa kakak cetak secara mandiri atas npwp tsb. untuk unduh npwp elektronik silakan log in pada akun coretax kakak kemudian memilih menu portal saya &gt; dokumen saya&gt; klik tombol 'hasilkan dokumen' &gt; klik unduh di,neutral
